html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,ror_id,parent,child,related,successor,predecessor,nid,comments,,,,,,,
,,Saint Louis Hospital*en,active,healthcare,,Saint Louis Hospital*en;โรงพยาบาลเซนต์หลุยส์*th,,https://www.saintlouis.or.th,,saintlouis.or.th,1895,,,,,,,Q7401669,Q7401669,Bangkok,Thailand,1609350,,,,,,,TH_R000524,source=ha_hospital_csv; source_url=https://data.ha.or.th/dataset/5e44de52-ca41-4d1d-bd6a-0a0fd56d7b75/resource/4e20e752-25f8-468c-b155-33be7aecc0d4/download/ha_aod_001-2.csv; joined_sources=wikidata; h_code=11600; hospital_type=รพ.เอกชน; affiliation=เอกชน; province=กรุงเทพมหานคร; beds=387; record_level=institution; org_type=hospital | VERIFIED: type=healthcare; established=1898; keep_alias=False; affiliation_usage=none_found; website=correct; ids=wikidata_id; confidence=high; established_source=wikipedia; scope=in_scope,20,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Saint Louis Hospital | โรงพยาบาลเซนต์หลุยส์,2,"raw_affiliation_strings.search:((""Saint Louis Hospital"" AND ""Bangkok Thailand""~10) OR (""โรงพยาบาลเซนต์หลุยส์"" AND ""Bangkok Thailand""~10))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Saint+Louis+Hospital%22+AND+%22Bangkok+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B9%80%E0%B8%8B%E0%B8%99%E0%B8%95%E0%B9%8C%E0%B8%AB%E0%B8%A5%E0%B8%B8%E0%B8%A2%E0%B8%AA%E0%B9%8C%22+AND+%22Bangkok+Thailand%22~10%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Paolo Hospital Phaholyothin*en,active,healthcare,Paolo Memorial Hospital*en;โรงพยาบาลเปาโล เมโมเรียล*th,Paolo Hospital Phaholyothin*en;โรงพยาบาลเปาโล พหลโยธิน*th,,https://www.paolohospital.com/th-TH/center,,,1972,,,,,,,,,Bangkok,Thailand,1609350,,,,,,,TH_R000525,source=ha_hospital_csv; source_url=https://data.ha.or.th/dataset/5e44de52-ca41-4d1d-bd6a-0a0fd56d7b75/resource/4e20e752-25f8-468c-b155-33be7aecc0d4/download/ha_aod_001-2.csv; h_code=11607; hospital_type=รพ.เอกชน; affiliation=เอกชน; province=กรุงเทพมหานคร; beds=267; record_level=institution; org_type=hospital | VERIFIED: type=healthcare; established=1972; keep_alias=True; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=other_source; scope=in_scope,8,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Paolo Hospital Phaholyothin | Paolo Memorial Hospital | โรงพยาบาลเปาโล เมโมเรียล | โรงพยาบาลเปาโล พหลโยธิน,4,"raw_affiliation_strings.search:((""Paolo Hospital Phaholyothin"" AND ""Bangkok Thailand""~10) OR (""Paolo Memorial Hospital"" AND ""Bangkok Thailand""~10) OR (""โรงพยาบาลเปาโล เมโมเรียล"" AND ""Bangkok Thailand""~10) OR (""โรงพยาบาลเปาโล พหลโยธิน"" AND ""Bangkok Thailand""~10))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Paolo+Hospital+Phaholyothin%22+AND+%22Bangkok+Thailand%22~10%29+OR+%28%22Paolo+Memorial+Hospital%22+AND+%22Bangkok+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B9%80%E0%B8%9B%E0%B8%B2%E0%B9%82%E0%B8%A5+%E0%B9%80%E0%B8%A1%E0%B9%82%E0%B8%A1%E0%B9%80%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B8%A5%22+AND+%22Bangkok+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B9%80%E0%B8%9B%E0%B8%B2%E0%B9%82%E0%B8%A5+%E0%B8%9E%E0%B8%AB%E0%B8%A5%E0%B9%82%E0%B8%A2%E0%B8%98%E0%B8%B4%E0%B8%99%22+AND+%22Bangkok+Thailand%22~10%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Phyathai 2 Hospital*en,active,healthcare,Phyathai 2 International Hospital*en,Phyathai 2 Hospital*en;โรงพยาบาลพญาไท 2*th,,https://www.phyathai.com/en/pyt2,,,1987,,,,,,,Q7188402,Q7188402,Bangkok,Thailand,1609350,,,,,,,TH_R000526,"source=ha_hospital_csv; source_url=https://data.ha.or.th/dataset/5e44de52-ca41-4d1d-bd6a-0a0fd56d7b75/resource/4e20e752-25f8-468c-b155-33be7aecc0d4/download/ha_aod_001-2.csv; h_code=11609; hospital_type=รพ.เอกชน; affiliation=เอกชน; province=กรุงเทพมหานคร; beds=260; record_level=institution; org_type=hospital | VERIFIED: type=healthcare; established=1987; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=wikidata_id; confidence=high; established_source=org_website; scope=in_scope; adversarial_overturned=wikipedia,affiliation_usage",4,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Phyathai 2 International Hospital | โรงพยาบาลพญาไท 2,2,"raw_affiliation_strings.search:((""Phyathai 2 International Hospital"" AND ""Bangkok Thailand""~10) OR (""โรงพยาบาลพญาไท 2"" AND ""Bangkok Thailand""~10))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Phyathai+2+International+Hospital%22+AND+%22Bangkok+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%9E%E0%B8%8D%E0%B8%B2%E0%B9%84%E0%B8%97+2%22+AND+%22Bangkok+Thailand%22~10%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Chaophya Hospital*en,active,healthcare,,Chaophya Hospital*en;โรงพยาบาลเจ้าพระยา*th,,https://chaophya.com,,,,,,,,,,Q59206862,Q59206862,Bangkok,Thailand,1609350,,,,,,,TH_R000529,source=ha_hospital_csv; source_url=https://data.ha.or.th/dataset/5e44de52-ca41-4d1d-bd6a-0a0fd56d7b75/resource/4e20e752-25f8-468c-b155-33be7aecc0d4/download/ha_aod_001-2.csv; joined_sources=wikidata; h_code=11644; hospital_type=รพ.เอกชน; affiliation=เอกชน; province=กรุงเทพมหานคร; beds=147; record_level=institution; org_type=hospital | VERIFIED: type=healthcare; established=unknown; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=wikidata_id; confidence=high; established_source=not_found; scope=in_scope,9,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Chaophya Hospital | โรงพยาบาลเจ้าพระยา,2,"raw_affiliation_strings.search:((""Chaophya Hospital"" AND ""Bangkok Thailand""~10) OR (""โรงพยาบาลเจ้าพระยา"" AND ""Bangkok Thailand""~10))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Chaophya+Hospital%22+AND+%22Bangkok+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A2%E0%B8%B2%22+AND+%22Bangkok+Thailand%22~10%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Thonburi Hospital*en,active,healthcare,,Thonburi Hospital*en;โรงพยาบาลธนบุรี*th,,https://www.thonburihospital.com,,thonburihospital.com,1977,,,,,,,Q59206965,Q59206965,Bangkok,Thailand,1609350,,,,,,,TH_R000530,source=ha_hospital_csv; source_url=https://data.ha.or.th/dataset/5e44de52-ca41-4d1d-bd6a-0a0fd56d7b75/resource/4e20e752-25f8-468c-b155-33be7aecc0d4/download/ha_aod_001-2.csv; joined_sources=wikidata; h_code=11645; hospital_type=รพ.เอกชน; affiliation=เอกชน; province=กรุงเทพมหานคร; beds=435; record_level=institution; org_type=hospital | VERIFIED: type=healthcare; established=1977; keep_alias=False; affiliation_usage=none_found; website=correct; ids=wikidata_id; confidence=high; established_source=wikipedia; scope=in_scope,55,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Thonburi Hospital | โรงพยาบาลธนบุรี,2,"raw_affiliation_strings.search:((""Thonburi Hospital"" AND ""Bangkok Thailand""~10) OR (""โรงพยาบาลธนบุรี"" AND ""Bangkok Thailand""~10))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Thonburi+Hospital%22+AND+%22Bangkok+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%98%E0%B8%99%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5%22+AND+%22Bangkok+Thailand%22~10%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Dr.Panya General Hospital*en,active,healthcare,Phaetpanya Hospital*en;โรงพยาบาลทั่วไปขนาดใหญ่แพทย์ปัญญา*th,Dr.Panya General Hospital*en;โรงพยาบาลแพทย์ปัญญา*th,,http://phaetpanya.com,,phaetpanya.com,1977,,,,,,,,,Bangkok,Thailand,1609350,,,,,,,TH_R000539,"source=ha_hospital_csv; source_url=https://data.ha.or.th/dataset/5e44de52-ca41-4d1d-bd6a-0a0fd56d7b75/resource/4e20e752-25f8-468c-b155-33be7aecc0d4/download/ha_aod_001-2.csv; h_code=11703; hospital_type=รพ.เอกชน; affiliation=เอกชน; province=กรุงเทพมหานคร; beds=165; record_level=institution; org_type=hospital | VERIFIED: type=healthcare; established=1977; keep_alias=False; affiliation_usage=none_found; website=dead; ids=; confidence=medium; established_source=org_website; adversarial_change=website_status changed correct -> dead: phaetpanya.com returns 410 Gone on all pages this pass (was live for pass 1). Relationship evidence re-sourced to vibharam.com/affiliated/ (pass 1's branch.php is dead). Established 1977 retained but flagged unverified (source page gone). All other values confirmed: scope in_scope, dup no_candidates, type healthcare, Bangkok 1609350, alias dropped.; scope=in_scope; adversarial_overturned=website_status",1,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Phaetpanya Hospital | โรงพยาบาลทั่วไปขนาดใหญ่แพทย์ปัญญา | โรงพยาบาลแพทย์ปัญญา,3,"raw_affiliation_strings.search:((""Phaetpanya Hospital"" AND ""Bangkok Thailand""~10) OR (""โรงพยาบาลทั่วไปขนาดใหญ่แพทย์ปัญญา"" AND ""Bangkok Thailand""~10) OR (""โรงพยาบาลแพทย์ปัญญา"" AND ""Bangkok Thailand""~10))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Phaetpanya+Hospital%22+AND+%22Bangkok+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%97%E0%B8%B1%E0%B9%88%E0%B8%A7%E0%B9%84%E0%B8%9B%E0%B8%82%E0%B8%99%E0%B8%B2%E0%B8%94%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%9B%E0%B8%B1%E0%B8%8D%E0%B8%8D%E0%B8%B2%22+AND+%22Bangkok+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%9B%E0%B8%B1%E0%B8%8D%E0%B8%8D%E0%B8%B2%22+AND+%22Bangkok+Thailand%22~10%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Samitivej Srinakarin Hospital*en,active,healthcare,,Samitivej Srinakarin Hospital*en;โรงพยาบาลสมิติเวช ศรีนครินทร์*th,,https://www.samitivejhospitals.com,,,,,,,,,,,,Bangkok,Thailand,1609350,,,,,,,TH_R000540,source=ha_hospital_csv; source_url=https://data.ha.or.th/dataset/5e44de52-ca41-4d1d-bd6a-0a0fd56d7b75/resource/4e20e752-25f8-468c-b155-33be7aecc0d4/download/ha_aod_001-2.csv; h_code=11704; hospital_type=รพ.เอกชน; affiliation=เอกชน; province=กรุงเทพมหานคร; beds=114; record_level=institution; org_type=hospital | VERIFIED: type=healthcare; established=unknown; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=not_found; scope=in_scope; adversarial_overturned=affiliation_usage,44,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Samitivej Srinakarin Hospital | โรงพยาบาลสมิติเวช ศรีนครินทร์,2,"raw_affiliation_strings.search:((""Samitivej Srinakarin Hospital"" AND ""Bangkok Thailand""~10) OR (""โรงพยาบาลสมิติเวช ศรีนครินทร์"" AND ""Bangkok Thailand""~10))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Samitivej+Srinakarin+Hospital%22+AND+%22Bangkok+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%AA%E0%B8%A1%E0%B8%B4%E0%B8%95%E0%B8%B4%E0%B9%80%E0%B8%A7%E0%B8%8A+%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C%22+AND+%22Bangkok+Thailand%22~10%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Vichaiyut Hospital*en,active,healthcare,Vichaiyut Medical Center and Vichaiyut Hospital*en;โรงพยาบาลวิชัยยุทธและศูนย์การแพทย์วิชัยยุทธ*th;Vichaiyut Medical Center*en,Vichaiyut Hospital*en;โรงพยาบาลวิชัยยุทธ*th,,https://www.vichaiyut.com,,vichaiyut.com,1969,,,,,,,Q16324536,Q16324536,Bangkok,Thailand,1609350,,,,,,,TH_R000542,"source=ha_hospital_csv; source_url=https://data.ha.or.th/dataset/5e44de52-ca41-4d1d-bd6a-0a0fd56d7b75/resource/4e20e752-25f8-468c-b155-33be7aecc0d4/download/ha_aod_001-2.csv; h_code=11714; hospital_type=รพ.เอกชน; affiliation=เอกชน; province=กรุงเทพมหานคร; beds=275; record_level=institution; org_type=hospital | VERIFIED: type=healthcare; established=1969; keep_alias=True; affiliation_usage=crossref_exact; website=correct; ids=wikidata_id; confidence=high; established_source=org_website; scope=in_scope; adversarial_overturned=affiliation_usage,alias_reason | merged_duplicate=TH_R000751; h_code=23930 (second HA facility licence, 114 beds) resolves to the same institution as h_code=11714",90,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Vichaiyut Hospital | Vichaiyut Hospital and Vichaiyut Medical Center Hospital | โรงพยาบาลวิชัยยุทธและศูนย์การแพทย์วิชัยยุทธ | โรงพยาบาลวิชัยยุทธ,4,"raw_affiliation_strings.search:((""Vichaiyut Hospital"" AND ""Bangkok Thailand""~10) OR (""Vichaiyut Hospital and Vichaiyut Medical Center Hospital"" AND ""Bangkok Thailand""~10) OR (""โรงพยาบาลวิชัยยุทธและศูนย์การแพทย์วิชัยยุทธ"" AND ""Bangkok Thailand""~10) OR (""โรงพยาบาลวิชัยยุทธ"" AND ""Bangkok Thailand""~10))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Vichaiyut+Hospital%22+AND+%22Bangkok+Thailand%22~10%29+OR+%28%22Vichaiyut+Hospital+and+Vichaiyut+Medical+Center+Hospital%22+AND+%22Bangkok+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%A7%E0%B8%B4%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B8%A2%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%A8%E0%B8%B9%E0%B8%99%E0%B8%A2%E0%B9%8C%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B8%A7%E0%B8%B4%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B8%A2%E0%B8%B8%E0%B8%97%E0%B8%98%22+AND+%22Bangkok+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%A7%E0%B8%B4%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B8%A2%E0%B8%B8%E0%B8%97%E0%B8%98%22+AND+%22Bangkok+Thailand%22~10%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Phyathai 1 Hospital*en,active,healthcare,,Phyathai 1 Hospital*en;โรงพยาบาลพญาไท 1*th,,https://www.phyathai.com/th/pyt1,,,1976,,,,,,,Q7188400,Q7188400,Bangkok,Thailand,1609350,,,,,,,TH_R000543,source=ha_hospital_csv; source_url=https://data.ha.or.th/dataset/5e44de52-ca41-4d1d-bd6a-0a0fd56d7b75/resource/4e20e752-25f8-468c-b155-33be7aecc0d4/download/ha_aod_001-2.csv; joined_sources=wikidata; h_code=11715; hospital_type=รพ.เอกชน; affiliation=เอกชน; province=กรุงเทพมหานคร; beds=174; record_level=institution; org_type=hospital | VERIFIED: type=healthcare; established=1976; keep_alias=False; affiliation_usage=none_found; website=correct; ids=wikidata_id; confidence=high; established_source=org_website; scope=in_scope,26,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Phyathai 1 Hospital | โรงพยาบาลพญาไท 1,2,"raw_affiliation_strings.search:((""Phyathai 1 Hospital"" AND ""Bangkok Thailand""~10) OR (""โรงพยาบาลพญาไท 1"" AND ""Bangkok Thailand""~10))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Phyathai+1+Hospital%22+AND+%22Bangkok+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%9E%E0%B8%8D%E0%B8%B2%E0%B9%84%E0%B8%97+1%22+AND+%22Bangkok+Thailand%22~10%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Ladprao General Hospital*en,active,healthcare,โรงพยาบาลทั่วไปขนาดใหญ่ลาดพร้าว*th,Ladprao General Hospital*en;โรงพยาบาลลาดพร้าว*th,,https://www.ladpraohospital.com,,,1993,,,,,,,,,Bangkok,Thailand,1609350,,,,,,,TH_R000545,source=ha_hospital_csv; source_url=https://data.ha.or.th/dataset/5e44de52-ca41-4d1d-bd6a-0a0fd56d7b75/resource/4e20e752-25f8-468c-b155-33be7aecc0d4/download/ha_aod_001-2.csv; h_code=11729; hospital_type=รพ.เอกชน; affiliation=เอกชน; province=กรุงเทพมหานคร; beds=180; record_level=institution; org_type=hospital | VERIFIED: type=healthcare; established=1993; keep_alias=True; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope,1,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Ladprao General Hospital | โรงพยาบาลทั่วไปขนาดใหญ่ลาดพร้าว | โรงพยาบาลลาดพร้าว,3,"raw_affiliation_strings.search:((""Ladprao General Hospital"" AND ""Bangkok Thailand""~10) OR (""โรงพยาบาลทั่วไปขนาดใหญ่ลาดพร้าว"" AND ""Bangkok Thailand""~10) OR (""โรงพยาบาลลาดพร้าว"" AND ""Bangkok Thailand""~10))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Ladprao+General+Hospital%22+AND+%22Bangkok+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%97%E0%B8%B1%E0%B9%88%E0%B8%A7%E0%B9%84%E0%B8%9B%E0%B8%82%E0%B8%99%E0%B8%B2%E0%B8%94%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%A7%22+AND+%22Bangkok+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%A7%22+AND+%22Bangkok+Thailand%22~10%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Nonthavej Hospital*en,active,healthcare,บริษัท โรงพยาบาลนนทเวช จำกัด (มหาชน)*th,Nonthavej Hospital*en;โรงพยาบาลนนทเวช*th,NTV*en,https://www.nonthavej.co.th,,nonthavej.co.th,1979,,,,,,,Q97227906,Q97227906,Nonthaburi,Thailand,1608133,,,,,,,TH_R000554,source=ha_hospital_csv; source_url=https://data.ha.or.th/dataset/5e44de52-ca41-4d1d-bd6a-0a0fd56d7b75/resource/4e20e752-25f8-468c-b155-33be7aecc0d4/download/ha_aod_001-2.csv; h_code=11781; hospital_type=รพ.เอกชน; affiliation=เอกชน; province=นนทบุรี; beds=188; record_level=institution; org_type=hospital | VERIFIED: type=healthcare; established=1979; keep_alias=True; affiliation_usage=none_found; website=correct; ids=wikidata_id; confidence=high; established_source=wikipedia; scope=in_scope,1,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Nonthavej Hospital | บริษัท โรงพยาบาลนนทเวช จำกัด (มหาชน) | โรงพยาบาลนนทเวช,3,"raw_affiliation_strings.search:((""Nonthavej Hospital"" AND ""Nonthaburi Thailand""~10) OR (""บริษัท โรงพยาบาลนนทเวช จำกัด (มหาชน)"" AND ""Nonthaburi Thailand""~10) OR (""โรงพยาบาลนนทเวช"" AND ""Nonthaburi Thailand""~10))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Nonthavej+Hospital%22+AND+%22Nonthaburi+Thailand%22~10%29+OR+%28%22%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97+%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%99%E0%B8%99%E0%B8%97%E0%B9%80%E0%B8%A7%E0%B8%8A+%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94+%28%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%8A%E0%B8%99%29%22+AND+%22Nonthaburi+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%99%E0%B8%99%E0%B8%97%E0%B9%80%E0%B8%A7%E0%B8%8A%22+AND+%22Nonthaburi+Thailand%22~10%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Samitivej Sukhumvit Hospital*en,active,healthcare,,Samitivej Sukhumvit Hospital*en;โรงพยาบาลสมิติเวช สุขุมวิท*th,,https://www.samitivejhospitals.com,,,1979,,,,,,,,,Bangkok,Thailand,1609350,,,,,,,TH_R000560,source=ha_hospital_csv; source_url=https://data.ha.or.th/dataset/5e44de52-ca41-4d1d-bd6a-0a0fd56d7b75/resource/4e20e752-25f8-468c-b155-33be7aecc0d4/download/ha_aod_001-2.csv; h_code=11811; hospital_type=รพ.เอกชน; affiliation=เอกชน; province=กรุงเทพมหานคร; beds=230; record_level=institution; org_type=hospital | VERIFIED: type=healthcare; established=1979; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope,66,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Samitivej Sukhumvit Hospital | โรงพยาบาลสมิติเวช สุขุมวิท,2,"raw_affiliation_strings.search:((""Samitivej Sukhumvit Hospital"" AND ""Bangkok Thailand""~10) OR (""โรงพยาบาลสมิติเวช สุขุมวิท"" AND ""Bangkok Thailand""~10))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Samitivej+Sukhumvit+Hospital%22+AND+%22Bangkok+Thailand%22~10%29+OR+%28%22%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%AA%E0%B8%A1%E0%B8%B4%E0%B8%95%E0%B8%B4%E0%B9%80%E0%B8%A7%E0%B8%8A+%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97%22+AND+%22Bangkok+Thailand%22~10%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
